Player Name,From Year,To Year,Position,Height,Weight,Birth Date,Player URL
Larry Staverman,1959,1964,F,6-7,205,"October 11, 1936",https://www.basketball-reference.com/players/s/stavela01.html
Larry Steele,1972,1980,G-F,6-5,180,"May 5, 1949",https://www.basketball-reference.com/players/s/steella01.html
Matt Steigenga,1997,1997,F,6-7,225,"March 27, 1970",https://www.basketball-reference.com/players/s/steigma01.html
Vladimir Stepania,1999,2004,C,7-0,236,"May 8, 1976",https://www.basketball-reference.com/players/s/stepavl01.html
D.J. Stephens,2014,2019,G-F,6-5,188,"December 19, 1990",https://www.basketball-reference.com/players/s/stephdj01.html
Everette Stephens,1989,1991,G,6-2,175,"October 21, 1966",https://www.basketball-reference.com/players/s/stephev01.html
Jack Stephens,1956,1956,G-F,6-3,185,"May 18, 1933",https://www.basketball-reference.com/players/s/stephja01.html
Joe Stephens,1997,2000,F,6-7,210,"January 28, 1973",https://www.basketball-reference.com/players/s/stephjo01.html
Lance Stephenson,2011,2022,G-F,6-6,230,"September 5, 1990",https://www.basketball-reference.com/players/s/stephla01.html
Alex Stepheson,2016,2016,F,6-10,270,"August 7, 1987",https://www.basketball-reference.com/players/s/stephal01.html
Brook Steppe,1983,1989,G-F,6-5,195,"November 7, 1959",https://www.basketball-reference.com/players/s/steppbr01.html
Barry Stevens,1993,1993,G-F,6-5,195,"January 17, 1963",https://www.basketball-reference.com/players/s/steveba01.html
Lamar Stevens,2021,2024,F,6-6,230,"July 9, 1997",https://www.basketball-reference.com/players/s/stevela01.html
Wayne Stevens,1960,1960,F,6-3,185,"June 19, 1936",https://www.basketball-reference.com/players/s/stevewa01.html
DeShawn Stevenson,2001,2013,G,6-5,210,"April 3, 1981",https://www.basketball-reference.com/players/s/stevede01.html
Dennis Stewart,1971,1971,F,6-6,220,"April 11, 1947",https://www.basketball-reference.com/players/s/stewade01.html
Isaiah Stewart,2021,2024,F-C,6-8,250,"May 22, 2001",https://www.basketball-reference.com/players/s/stewais01.html
Kebu Stewart,1998,1998,F,6-8,239,"December 19, 1973",https://www.basketball-reference.com/players/s/stewake01.html
Larry Stewart,1992,1997,F,6-8,220,"September 21, 1968",https://www.basketball-reference.com/players/s/stewala01.html
Michael Stewart,1998,2005,C,6-10,230,"April 25, 1975",https://www.basketball-reference.com/players/s/stewami01.html
Norm Stewart,1957,1957,F,6-5,205,"January 20, 1935",https://www.basketball-reference.com/players/s/stewano01.html
Greg Stiemsma,2012,2015,C,6-11,260,"September 26, 1985",https://www.basketball-reference.com/players/s/stiemgr01.html
Steve Stipanovich,1984,1988,C,6-11,245,"November 17, 1960",https://www.basketball-reference.com/players/s/stipast01.html
Bryant Stith,1993,2002,G,6-5,208,"December 10, 1970",https://www.basketball-reference.com/players/s/stithbr01.html
Sam Stith,1962,1962,G,6-2,185,"July 22, 1937",https://www.basketball-reference.com/players/s/stithsa01.html
Tom Stith,1963,1963,F,6-5,210,"January 21, 1939",https://www.basketball-reference.com/players/s/stithto01.html
Alex Stivrins,1986,1993,F,6-8,220,"November 29, 1962",https://www.basketball-reference.com/players/s/stivral01.html
David Stockton,2015,2018,G,5-11,165,"June 24, 1991",https://www.basketball-reference.com/players/s/stockda01.html
John Stockton,1985,2003,G,6-1,170,"March 26, 1962",https://www.basketball-reference.com/players/s/stockjo01.html
Peja Stojaković,1999,2011,F,6-10,229,"June 9, 1977",https://www.basketball-reference.com/players/s/stojape01.html
Ed Stokes,1998,1998,C,7-0,264,"September 3, 1971",https://www.basketball-reference.com/players/s/stokeed01.html
Greg Stokes,1986,1990,F-C,6-10,220,"August 5, 1963",https://www.basketball-reference.com/players/s/stokegr01.html
Jarnell Stokes,2015,2017,F-C,6-9,263,"January 7, 1994",https://www.basketball-reference.com/players/s/stokeja01.html
Maurice Stokes,1956,1958,F-C,6-7,232,"June 17, 1933",https://www.basketball-reference.com/players/s/stokema01.html
Art Stolkey,1947,1947,G,6-1,180,"October 23, 1920",https://www.basketball-reference.com/players/s/stolkar01.html
Randy Stoll,1968,1968,C,6-7,235,,https://www.basketball-reference.com/players/s/stollra01.html
Diamond Stone,2017,2017,C,6-11,255,"February 10, 1997",https://www.basketball-reference.com/players/s/stonedi01.html
George Stone,1969,1972,F,6-7,195,"February 9, 1946",https://www.basketball-reference.com/players/s/stonege01.html
Julyan Stone,2012,2018,G,6-6,200,"December 7, 1988",https://www.basketball-reference.com/players/s/stoneju01.html
Awvee Storey,2005,2008,G-F,6-6,222,"April 18, 1977",https://www.basketball-reference.com/players/s/storeaw01.html
Damon Stoudamire,1996,2008,G,5-10,171,"September 3, 1973",https://www.basketball-reference.com/players/s/stoudda01.html
Salim Stoudamire,2006,2008,G,6-1,179,"October 11, 1982",https://www.basketball-reference.com/players/s/stoudsa01.html
Amar'e Stoudemire,2003,2016,F-C,6-10,245,"November 16, 1982",https://www.basketball-reference.com/players/s/stoudam01.html
Paul Stovall,1973,1974,F,6-4,215,"August 16, 1948",https://www.basketball-reference.com/players/s/stovapa01.html
D.J. Strawberry,2008,2008,G,6-5,201,"June 15, 1985",https://www.basketball-reference.com/players/s/strawdj01.html
Joe Strawder,1966,1968,C,6-10,235,"September 21, 1940",https://www.basketball-reference.com/players/s/strawjo01.html
Julian Strawther,2024,2024,F,6-7,205,"April 18, 2002",https://www.basketball-reference.com/players/s/strawju01.html
Bill Stricker,1971,1971,F,6-9,210,"January 22, 1948",https://www.basketball-reference.com/players/s/stricbi01.html
Erick Strickland,1997,2005,G,6-3,210,"November 25, 1973",https://www.basketball-reference.com/players/s/stricer01.html
Mark Strickland,1995,2003,F,6-9,210,"July 14, 1970",https://www.basketball-reference.com/players/s/stricma01.html
Rod Strickland,1989,2005,G,6-3,175,"July 11, 1966",https://www.basketball-reference.com/players/s/stricro02.html
Roger Strickland,1964,1964,F,6-5,200,"September 4, 1940",https://www.basketball-reference.com/players/s/stricro01.html
John Stroeder,1988,1989,F,6-10,260,"July 24, 1958",https://www.basketball-reference.com/players/s/stroejo01.html
Derek Strong,1992,2001,F,6-8,220,"February 9, 1968",https://www.basketball-reference.com/players/s/stronde01.html
Lamont Strothers,1992,1993,G,6-4,190,"May 10, 1968",https://www.basketball-reference.com/players/s/strotla01.html
John Stroud,1981,1981,F,6-7,215,"October 29, 1957",https://www.basketball-reference.com/players/s/stroujo01.html
Red Stroud,1968,1968,G,6-0,160,"May 2, 1941",https://www.basketball-reference.com/players/s/stroure01.html
Max Strus,2020,2024,G,6-5,215,"March 28, 1996",https://www.basketball-reference.com/players/s/strusma01.html
Rodney Stuckey,2008,2017,G,6-5,210,"April 21, 1986",https://www.basketball-reference.com/players/s/stuckro01.html
Gene Stump,1948,1950,F-G,6-2,185,"August 9, 1925",https://www.basketball-reference.com/players/s/stumpge01.html
Stan Stutz,1947,1949,G-F,5-10,170,"April 14, 1920",https://www.basketball-reference.com/players/s/stutzst01.html
Jalen Suggs,2022,2024,G,6-5,205,"June 3, 2001",https://www.basketball-reference.com/players/s/suggsja01.html
Gary Suiter,1971,1971,C-F,6-9,225,"January 18, 1945",https://www.basketball-reference.com/players/s/suitega01.html
Jared Sullinger,2013,2017,F,6-9,260,"March 4, 1992",https://www.basketball-reference.com/players/s/sullija01.html
DaJuan Summers,2010,2013,F,6-8,230,"January 24, 1988",https://www.basketball-reference.com/players/s/summeda01.html
Edmond Sumner,2018,2023,G,6-4,196,"December 31, 1995",https://www.basketball-reference.com/players/s/sumneed01.html
Barry Sumpter,1989,1989,F-C,6-11,215,"November 11, 1965",https://www.basketball-reference.com/players/s/sumptba01.html
Don Sunderlage,1954,1955,G,6-1,180,"December 20, 1929",https://www.basketball-reference.com/players/s/sundedo01.html
Bruno Šundov,1999,2005,C,7-2,220,"February 10, 1980",https://www.basketball-reference.com/players/s/sundobr01.html
Jon Sundvold,1984,1992,G,6-2,170,"July 2, 1961",https://www.basketball-reference.com/players/s/sundvjo01.html
Bob Sura,1996,2005,G,6-5,200,"March 25, 1973",https://www.basketball-reference.com/players/s/surabo01.html
Dick Surhoff,1953,1954,F,6-4,210,"November 16, 1929",https://www.basketball-reference.com/players/s/surhodi01.html
George Sutor,1968,1970,C,6-8,235,"September 14, 1943",https://www.basketball-reference.com/players/s/sutorge01.html
Dane Suttle,1984,1985,G,6-3,190,"August 9, 1961",https://www.basketball-reference.com/players/s/suttlda01.html
Greg Sutton,1992,1996,G,6-2,170,"December 3, 1967",https://www.basketball-reference.com/players/s/suttogr01.html
Keith Swagerty,1969,1970,F,6-7,235,"October 30, 1945",https://www.basketball-reference.com/players/s/swageke01.html
Bennie Swain,1959,1959,F,6-8,220,"December 16, 1933",https://www.basketball-reference.com/players/s/swainbe01.html
Caleb Swanigan,2018,2020,F,6-9,260,"April 18, 1997",https://www.basketball-reference.com/players/s/swanica01.html
Norm Swanson,1954,1954,F,6-6,210,"October 4, 1930",https://www.basketball-reference.com/players/s/swansno01.html
Dan Swartz,1963,1963,F,6-4,215,"December 23, 1934",https://www.basketball-reference.com/players/s/swartda01.html
Mike Sweetney,2004,2007,F,6-8,275,"October 25, 1982",https://www.basketball-reference.com/players/s/sweetmi01.html
Cole Swider,2023,2024,F,6-9,220,"May 8, 1999",https://www.basketball-reference.com/players/s/swideco01.html
Robert Swift,2005,2009,C,7-0,245,"December 3, 1985",https://www.basketball-reference.com/players/s/swiftro01.html
Skeeter Swift,1970,1974,G,6-3,204,"June 19, 1946",https://www.basketball-reference.com/players/s/swiftsk01.html
Stromile Swift,2001,2009,F,6-9,225,"November 21, 1979",https://www.basketball-reference.com/players/s/swiftst01.html
Aaron Swinson,1995,1995,F,6-5,230,"January 9, 1971",https://www.basketball-reference.com/players/s/swinsaa01.html
Craig Sword,2022,2022,G,6-3,196,"January 16, 1994",https://www.basketball-reference.com/players/s/swordcr01.html
Pape Sy,2011,2011,F,6-7,225,"April 5, 1988",https://www.basketball-reference.com/players/s/sypa01.html
Buck Sydnor,1947,1947,G,5-10,175,"September 19, 1921",https://www.basketball-reference.com/players/s/sydnobu01.html
Keifer Sykes,2022,2022,G,6-0,180,"December 30, 1993",https://www.basketball-reference.com/players/s/sykeske01.html
Larry Sykes,1996,1996,F,6-9,255,"April 11, 1973",https://www.basketball-reference.com/players/s/sykesla01.html
Brett Szabo,1997,1997,C,6-11,230,"February 1, 1968",https://www.basketball-reference.com/players/s/szabobr01.html
Wally Szczerbiak,2000,2009,F,6-7,244,"March 5, 1977",https://www.basketball-reference.com/players/s/szczewa02.html
Walt Szczerbiak,1972,1972,F,6-6,210,"August 21, 1949",https://www.basketball-reference.com/players/s/szczewa01.html
Žan Tabak,1995,2001,C,7-0,245,"June 15, 1970",https://www.basketball-reference.com/players/t/tabakza01.html
Yuta Tabuse,2005,2005,G,5-9,165,"October 5, 1980",https://www.basketball-reference.com/players/t/tabusyu01.html
Chris Taft,2006,2006,F,6-10,260,"March 10, 1985",https://www.basketball-reference.com/players/t/taftch01.html
Sid Tanenbaum,1948,1949,G,6-0,160,"October 8, 1925",https://www.basketball-reference.com/players/t/tanensi01.html
Dragan Tarlać,2001,2001,C,6-10,260,"May 9, 1973",https://www.basketball-reference.com/players/t/tarladr01.html
Roy Tarpley,1987,1995,C-F,6-11,230,"November 28, 1964",https://www.basketball-reference.com/players/t/tarplro01.html
Levern Tart,1968,1971,G-F,6-2,195,"June 1, 1942",https://www.basketball-reference.com/players/t/tartle01.html
Jae'Sean Tate,2021,2024,F,6-4,230,"October 28, 1995",https://www.basketball-reference.com/players/t/tateja01.html
Earl Tatum,1977,1980,G-F,6-5,185,"July 26, 1953",https://www.basketball-reference.com/players/t/tatumea01.html
Jayson Tatum,2018,2024,F,6-8,210,"March 3, 1998",https://www.basketball-reference.com/players/t/tatumja01.html
Edy Tavares,2016,2017,C,7-3,260,"March 22, 1992",https://www.basketball-reference.com/players/t/tavarwa01.html
Anthony Taylor,1989,1989,G,6-4,175,"November 30, 1965",https://www.basketball-reference.com/players/t/tayloan01.html
Brian Taylor,1973,1982,G,6-2,185,"June 9, 1951",https://www.basketball-reference.com/players/t/taylobr01.html
Donell Taylor,2006,2007,G,6-6,180,"July 26, 1982",https://www.basketball-reference.com/players/t/taylodo01.html
Fatty Taylor,1970,1977,G,6-0,175,"March 13, 1946",https://www.basketball-reference.com/players/t/taylofa01.html
Fred Taylor,1971,1972,G-F,6-5,180,"February 5, 1948",https://www.basketball-reference.com/players/t/taylofr01.html
Isaiah Taylor,2017,2018,G,6-3,170,"July 11, 1994",https://www.basketball-reference.com/players/t/taylois01.html
Jay Taylor,1990,1990,G,6-3,190,"October 3, 1967",https://www.basketball-reference.com/players/t/tayloja01.html
Jeff Taylor,1983,1987,G,6-4,175,"January 1, 1960",https://www.basketball-reference.com/players/t/tayloje01.html
Jeff Taylor,2013,2015,F,6-7,225,"May 23, 1989",https://www.basketball-reference.com/players/t/tayloje03.html
Jermaine Taylor,2010,2011,G,6-4,210,"December 8, 1986",https://www.basketball-reference.com/players/t/tayloje02.html
Johnny Taylor,1998,2000,F,6-9,220,"June 4, 1974",https://www.basketball-reference.com/players/t/taylojo01.html
Leonard Taylor,1990,1990,F,6-8,220,"May 2, 1966",https://www.basketball-reference.com/players/t/taylole01.html
Maurice Taylor,1998,2007,F,6-9,260,"October 30, 1976",https://www.basketball-reference.com/players/t/tayloma01.html
Mike Taylor,2009,2009,G,6-2,165,"January 21, 1986",https://www.basketball-reference.com/players/t/taylomi01.html
Ollie Taylor,1971,1974,G-F,6-2,194,"March 7, 1947",https://www.basketball-reference.com/players/t/taylool01.html
Ron Taylor,1970,1972,C,7-1,265,"November 21, 1947",https://www.basketball-reference.com/players/t/tayloro01.html
Terry Taylor,2022,2024,G-F,6-5,230,"September 23, 1999",https://www.basketball-reference.com/players/t/taylote01.html
Tyshawn Taylor,2013,2014,G,6-3,185,"April 12, 1990",https://www.basketball-reference.com/players/t/tayloty01.html
Vince Taylor,1983,1983,G-F,6-5,180,"September 11, 1960",https://www.basketball-reference.com/players/t/taylovi01.html
Terry Teagle,1983,1993,F-G,6-5,195,"April 10, 1960",https://www.basketball-reference.com/players/t/teaglte01.html
Jeff Teague,2010,2021,G,6-3,195,"June 10, 1988",https://www.basketball-reference.com/players/t/teaguje01.html
Marquis Teague,2013,2018,G,6-2,189,"February 28, 1993",https://www.basketball-reference.com/players/t/teaguma01.html
Mirza Teletović,2013,2018,F,6-9,242,"September 18, 1985",https://www.basketball-reference.com/players/t/teletmi01.html
Sebastian Telfair,2005,2015,G,6-0,165,"June 9, 1985",https://www.basketball-reference.com/players/t/telfase01.html
Collis Temple,1975,1975,F,6-8,220,"November 8, 1952",https://www.basketball-reference.com/players/t/templco01.html
Garrett Temple,2010,2024,G,6-5,195,"May 8, 1986",https://www.basketball-reference.com/players/t/templga01.html
Miloš Teodosić,2018,2019,G,6-5,196,"March 19, 1987",https://www.basketball-reference.com/players/t/teodomi01.html
Ira Terrell,1977,1979,F-C,6-8,200,"June 19, 1954",https://www.basketball-reference.com/players/t/terreir01.html
Jared Terrell,2019,2019,G,6-3,227,"February 10, 1995",https://www.basketball-reference.com/players/t/terreja01.html
Carlos Terry,1981,1983,G-F,6-5,210,"June 22, 1956",https://www.basketball-reference.com/players/t/terryca01.html
Chuck Terry,1973,1977,F,6-6,215,"September 27, 1950",https://www.basketball-reference.com/players/t/terrych01.html
Claude Terry,1973,1978,G-F,6-4,195,"January 12, 1950",https://www.basketball-reference.com/players/t/terrycl01.html
Dalen Terry,2023,2024,G,6-7,195,"July 12, 2002",https://www.basketball-reference.com/players/t/terryda01.html
Emanuel Terry,2019,2022,F,6-9,220,"August 21, 1996",https://www.basketball-reference.com/players/t/terryem01.html
Jason Terry,2000,2018,G,6-2,185,"September 15, 1977",https://www.basketball-reference.com/players/t/terryja01.html
Tyrell Terry,2021,2022,G,6-2,160,"September 28, 2000",https://www.basketball-reference.com/players/t/terryty01.html
Jon Teske,2022,2022,C,7-1,265,"May 4, 1997",https://www.basketball-reference.com/players/t/teskejo01.html
Hasheem Thabeet,2010,2014,C,7-3,263,"February 16, 1987",https://www.basketball-reference.com/players/t/thabeha01.html
Tom Thacker,1964,1971,G-F,6-2,170,"November 2, 1939",https://www.basketball-reference.com/players/t/thackto01.html
Floyd Theard,1970,1970,G,6-1,170,"September 5, 1944",https://www.basketball-reference.com/players/t/thearfl01.html
Daniel Theis,2018,2024,C,6-8,245,"April 4, 1992",https://www.basketball-reference.com/players/t/theisda01.html
Reggie Theus,1979,1991,G,6-6,190,"October 13, 1957",https://www.basketball-reference.com/players/t/theusre01.html
Peter Thibeaux,1985,1986,F,6-7,210,"October 3, 1961",https://www.basketball-reference.com/players/t/thibepe01.html
Bill Thieben,1957,1958,F-C,6-7,215,"March 28, 1935",https://www.basketball-reference.com/players/t/thiebbi01.html
